USER_KEY,TERRITORY,AGE,SHOOTER_SESSIONS,MOBA_SESSIONS,OPEN_WORLD_SESSIONS,OTHER_SESSIONS,SHOOTER_GAMETIME,MOBA_GAMETIME,OPEN_WORLD_GAMETIME,OTHER_GAMETIME,EUR_MONETIZED,VC_SPENT
4389493,US,23,2,1,1,0,47,385,730,0,1.42,438
7218609,US,19,0,0,2,0,0,0,778,0,0.0,375
4375180,EUROPE,20,1,0,2,0,36,0,692,0,1.44,267
4216177,BRAZIL,21,58,59,0,25,249111,198439,0,301443,0.0,1388
3796869,US,22,0,0,0,1,0,0,0,183,0.0,380
9437908,US,21,2,0,2,0,65,0,353,0,1.48,396
9996566,US,44,18,12,19,7,299433,100434,68513,22279,43.42,6811
5894844,EUROPE,30,0,0,64,0,0,0,599665,0,9.94,4172
1509523,EUROPE,34,68,0,0,0,1099234,0,0,0,10.33,12051
9687901,RUSSIA,32,43,59,0,34,249863,200614,0,299851,0.58,2520
4260043,ANTARCTICA,69,1,43,0,0,1785,1000303,0,0,0.63,8155
4400867,EUROPE,45,0,0,69,0,0,0,601751,0,0.0,2984
9388517,BRAZIL,23,53,41,0,20,250773,199726,0,301311,0.0,1372
2285678,BRAZIL,20,49,58,0,33,250137,199541,0,299967,0.68,1173
7593552,US,19,2,0,2,0,723,0,687,0,2.09,285
7369603,BRAZIL,25,55,62,0,14,248205,200308,0,300176,0.88,2006
2675752,EUROPE,41,0,0,84,0,0,0,598200,0,3.35,4923
8175686,US,18,2,1,1,0,568,262,375,0,0.0,414
7476045,EUROPE,22,2,0,2,0,169,0,388,0,3.3,360
3753340,BRAZIL,22,54,61,0,26,249772,200015,0,300035,0.52,1373
7222698,BRAZIL,18,55,67,0,28,249933,200051,0,300279,0.82,3765
1633482,BRAZIL,30,53,60,0,25,249445,198104,0,299788,0.75,2619
1597952,BRAZIL,34,46,56,0,35,248368,200375,0,299759,0.0,2103
8428465,EUROPE,21,2,0,1,0,130,0,609,0,0.0,221
2630046,US,18,1,0,2,0,78,0,15,0,2.06,302
9658769,BRAZIL,26,50,56,0,34,249379,200350,0,300706,0.0,1313
2933834,US,37,29,10,24,7,299966,98662,70104,19389,34.59,6210
4138369,BRAZIL,22,45,55,0,39,248926,200506,0,299677,0.9,1437
1328077,EUROPE,43,0,0,84,0,0,0,599711,0,4.03,2369
3667566,EUROPE,35,0,0,73,0,0,0,599515,0,0.0,4825
8198889,ANTARCTICA,69,0,42,0,0,0,1001934,0,0,2.49,11713
8009048,ASIA,23,1,0,2,0,436,0,517,0,0.0,314
4471358,US,38,0,0,70,0,0,0,601170,0,2.84,645
3546496,ANTARCTICA,39,1,35,0,0,2384,1000272,0,0,2.17,10057
9782640,RUSSIA,20,47,46,0,29,250220,200309,0,298902,0.0,1674
8992346,RUSSIA,34,52,51,0,27,249522,200941,0,299794,0.52,2654
6543067,RUSSIA,25,42,68,0,27,249851,201679,0,299801,0.92,652
9707382,US,24,2,0,2,0,586,0,188,0,0.0,230
7256529,RUSSIA,69,0,36,2,0,0,1001129,1423,0,2.0,10583
4789569,ASIA,23,0,0,1,0,0,0,340,0,0.0,255
3395836,BRAZIL,27,44,65,0,36,252059,199662,0,300599,0.0,1729
5547711,EUROPE,19,0,0,0,1,0,0,0,260,0.0,218
5090716,BRAZIL,23,1,0,1,0,31,0,407,0,0.0,260
9155357,RUSSIA,34,44,49,0,38,248208,197799,0,298780,0.0,870
2244931,BRAZIL,26,62,50,0,28,250505,198817,0,300253,0.0,831
9934968,EUROPE,21,0,0,0,1,0,0,0,130,0.0,360
7580460,EUROPE,21,0,0,1,0,0,0,102,0,0.0,305
6656626,BRAZIL,33,50,55,0,29,248742,200678,0,300589,0.0,1264
8553081,EUROPE,34,0,0,78,0,0,0,600926,0,8.32,3570
3961319,ASIA,23,2,0,2,0,150,0,296,0,1.32,401
7892670,ASIA,19,1,0,2,0,402,0,593,0,1.01,282
1879694,BRAZIL,33,46,55,0,30,248653,200265,0,299953,0.0,1968
5427076,EUROPE,21,32,9,20,11,298472,100783,68678,21202,7.47,7781
2695160,EUROPE,20,0,0,1,0,0,0,704,0,0.0,341
6401380,US,19,1,0,1,0,1,0,16,0,1.95,308
4610790,EUROPE,22,0,0,1,0,0,0,421,0,1.51,296
4901657,BRAZIL,30,60,55,0,28,249717,199781,0,299902,0.0,3326
4050063,RUSSIA,33,46,68,0,21,250872,199038,0,299163,0.0,2387
9543001,EUROPE,19,0,0,2,0,0,0,243,0,0.0,236
9284445,BRAZIL,20,45,60,0,30,249548,198838,0,300563,0.0,1669
1118681,BRAZIL,20,39,55,0,31,249312,198450,0,300202,0.8,285
3367773,EUROPE,40,30,15,22,10,302097,99922,70558,19513,26.88,5400
2170046,ASIA,21,1,1,1,0,771,441,338,0,1.14,494
7767230,RUSSIA,18,2,0,0,0,235,0,0,0,0.0,191
5410265,US,22,29,3,13,12,298524,100078,70039,19273,48.41,6754
6870938,US,21,2,0,2,0,311,0,873,0,0.0,351
7475135,US,22,2,0,1,0,713,0,500,0,1.1,373
1921309,BRAZIL,27,58,65,0,24,250576,200401,0,301394,1.52,3012
8517221,ASIA,33,30,10,23,8,301769,98309,69630,17982,36.69,6767
1567032,RUSSIA,18,0,0,1,0,0,0,428,0,2.06,252
3577113,EUROPE,37,0,0,72,0,0,0,600082,0,6.19,2948
2844617,ASIA,34,51,0,0,0,1098495,0,0,0,0.0,11915
7779189,BRAZIL,19,45,60,0,36,248550,200825,0,300673,0.75,2826
9716606,EUROPE,46,0,0,60,0,0,0,599732,0,3.96,3489
3011142,RUSSIA,25,53,60,0,36,249863,201270,0,299854,2.31,3721
3902424,EUROPE,18,1,0,1,0,542,0,789,0,4.61,176
7665012,ANTARCTICA,420,0,37,1,1,0,999318,1806,728,9.59,10226
5430388,EUROPE,19,1,0,2,0,58,0,512,0,0.0,394
5496121,US,69,1,25,1,0,525,999084,97,0,0.77,9191
7152653,BRAZIL,28,59,57,0,32,250938,199960,0,298811,0.0,2256
7430224,EUROPE,19,1,0,1,0,226,0,533,0,1.14,411
4586921,US,41,40,6,17,17,299466,99398,68840,20006,51.67,8119
1852655,BRAZIL,22,0,0,0,1,0,0,0,150,0.0,319
8240746,US,21,2,0,0,0,738,0,0,0,3.52,347
1765341,EUROPE,21,0,0,2,0,0,0,96,0,2.32,376
1461056,US,19,1,0,2,0,436,0,792,0,1.37,294
1285855,US,27,39,17,21,11,300154,101564,68137,17565,76.93,4531
8732231,EUROPE,41,0,0,68,0,0,0,599530,0,5.1,4110
7136086,ASIA,29,27,9,23,18,299899,100460,71131,20677,55.24,7940
1711586,BRAZIL,22,1,1,1,0,181,264,559,0,3.57,217
3409600,US,38,59,1,0,0,1099783,2180,0,0,11.75,13734
7800963,EUROPE,28,73,1,1,0,1102624,2753,4305,0,14.92,13324
2100652,EUROPE,19,0,1,2,0,0,416,140,0,0.0,264
7378737,US,47,0,0,64,0,0,0,600432,0,11.8,6252
3548819,EUROPE,20,1,0,0,0,29,0,0,0,0.0,260
7010358,RUSSIA,19,45,60,0,35,250449,198851,0,300505,0.0,3058
3853586,ANTARCTICA,69,1,46,0,0,3809,998960,0,0,2.48,9341
4209877,EUROPE,18,1,1,0,0,176,123,0,0,0.0,472
2411889,BRAZIL,28,50,65,0,27,248366,200391,0,300418,0.64,2034
6576365,US,21,1,0,1,0,514,0,542,0,1.21,387
2030415,US,22,0,0,0,1,0,0,0,100,0.0,254
2140351,US,23,22,10,23,11,300561,100075,71131,19883,43.25,8537
5137295,EUROPE,48,0,0,77,0,0,0,602186,0,0.0,3918
1283450,BRAZIL,24,57,60,0,33,250746,200869,0,300435,0.0,1417
1670427,BRAZIL,26,55,52,0,27,247965,200574,0,300882,0.0,1673
7904339,BRAZIL,21,45,69,0,31,250494,199932,0,300110,0.0,741
1105901,RUSSIA,23,2,1,0,0,260,150,0,0,1.7,262
1495971,US,22,1,0,0,0,493,0,0,0,0.0,464
4647260,EUROPE,33,0,0,68,0,0,0,599515,0,4.91,4979
7460858,US,20,1,0,1,0,440,0,192,0,0.0,428
7044191,BRAZIL,22,0,0,0,1,0,0,0,337,0.0,397
5778110,ANTARCTICA,27,0,33,0,0,0,1000037,0,0,3.19,9360
4159126,US,37,0,0,55,0,0,0,600784,0,0.0,4045
6281345,BRAZIL,29,48,58,0,36,250548,199272,0,299877,0.0,2088
8006312,EUROPE,18,2,0,2,0,466,0,422,0,1.05,471
2551750,EUROPE,32,0,0,63,0,0,0,599681,0,3.87,2648
3662684,BRAZIL,28,50,74,0,25,250956,198373,0,299432,0.0,2628
6515665,EUROPE,28,21,12,19,16,300118,100572,70150,19577,11.09,5943
5511343,RUSSIA,31,42,66,0,34,250313,199801,0,300658,0.0,2988
7979861,EUROPE,40,0,0,59,0,0,0,599246,0,8.22,2312
5566868,US,29,56,0,2,0,1098331,0,660,0,4.99,13051
9508178,US,21,1,2,0,0,246,61,0,0,1.32,269
3995305,US,20,1,0,1,0,223,0,653,0,2.06,275
6135223,US,19,0,0,1,0,0,0,330,0,1.03,326
4937048,RUSSIA,22,46,48,0,35,251404,198659,0,300677,0.0,870
8078160,US,23,0,1,0,0,0,24,0,0,0.0,396
4124009,EUROPE,34,0,0,63,0,0,0,598113,0,2.57,4521
7702438,EUROPE,49,30,14,13,8,301116,100029,68936,21165,10.83,8430
2521606,US,20,1,0,2,0,198,0,296,0,0.0,261
4804159,BRAZIL,31,39,57,0,40,251998,199127,0,300449,0.0,86
9134238,RUSSIA,27,44,56,0,34,249450,200442,0,297767,0.0,806
6545013,RUSSIA,31,47,54,0,28,250063,199787,0,300536,1.18,2143
2770692,BRAZIL,23,47,57,0,36,250654,200179,0,302512,1.13,1437
6108702,BRAZIL,29,45,47,0,28,249656,200942,0,300177,0.63,2460
3733574,ASIA,19,2,0,2,0,479,0,681,0,1.17,335
3439873,EUROPE,34,0,0,68,0,0,0,599040,0,12.51,2578
7689628,US,24,1,0,2,0,703,0,616,0,0.0,199
7882412,BRAZIL,30,61,57,0,24,251409,200978,0,299341,0.0,2939
4686427,US,20,1,0,0,0,39,0,0,0,0.0,149
2516881,EUROPE,18,1,1,0,0,23,467,0,0,0.0,235
4670276,US,49,0,0,73,0,0,0,598911,0,0.0,3481
3856270,EUROPE,31,0,0,70,0,0,0,601993,0,0.0,4349
4330029,US,35,0,0,78,0,0,0,599947,0,0.0,3643
6541577,EUROPE,32,60,0,1,0,1101240,0,4589,0,16.43,14025
4095081,BRAZIL,18,2,1,1,0,480,180,889,0,0.0,344
9416341,EUROPE,18,2,0,0,0,785,0,0,0,2.5,416
3357154,RUSSIA,27,51,57,0,34,250041,199322,0,299727,1.56,0
3621178,US,45,0,0,90,0,0,0,599688,0,11.55,4825
2764074,US,20,1,0,0,0,555,0,0,0,0.0,184
1368869,US,18,0,0,2,0,0,0,896,0,1.23,211
7753995,US,23,0,0,0,1,0,0,0,382,1.04,267
6704659,US,20,23,18,15,8,299282,99713,70275,22074,67.95,6472
5185934,US,18,1,1,1,0,151,223,235,0,0.0,218
7738886,US,18,1,0,1,0,43,0,562,0,0.0,208
5480360,BRAZIL,22,57,57,0,34,249686,199345,0,300082,1.28,1126
9985771,EUROPE,21,2,0,2,0,105,0,608,0,1.24,353
9799417,US,36,0,0,77,0,0,0,599362,0,3.51,2841
7635506,US,22,0,0,0,1,0,0,0,225,0.0,311
2786973,ASIA,21,0,0,0,1,0,0,0,331,0.0,326
9562964,BRAZIL,18,0,0,0,1,0,0,0,363,1.8,241
8900805,ASIA,22,1,0,0,0,476,0,0,0,0.0,328
2692903,EUROPE,18,2,0,2,0,757,0,219,0,2.07,346
4421719,US,36,66,0,4,1,1100596,0,3083,1444,3.3,14252
9726467,EUROPE,32,0,0,69,0,0,0,600302,0,4.01,3878
7398480,BRAZIL,32,49,52,0,31,249972,200491,0,298473,0.66,3586
8206057,RUSSIA,28,47,64,0,31,251057,199660,0,297313,1.52,2945
8369504,EUROPE,30,0,0,61,0,0,0,600399,0,2.8,3966
1671217,BRAZIL,34,42,51,0,48,249295,200823,0,300151,0.56,350
9253122,RUSSIA,18,47,47,0,29,249769,200501,0,299641,0.0,3247
8124774,US,42,32,12,16,10,298417,100135,70466,21266,4.53,7629
2071592,EUROPE,20,0,0,2,0,0,0,82,0,0.0,318
4807114,BRAZIL,26,52,57,0,29,250746,200617,0,299911,0.0,2056
2595810,ASIA,22,2,0,2,0,159,0,691,0,1.06,246
4791739,BRAZIL,28,42,42,0,34,252197,201380,0,300111,1.41,2781
3896002,BRAZIL,33,48,73,0,30,250837,199821,0,298891,0.0,1073
7763671,EUROPE,30,0,0,88,0,0,0,599329,0,3.96,2730
6323204,EUROPE,42,0,0,62,0,0,0,600165,0,9.84,626
1872863,BRAZIL,33,47,65,0,26,250472,201106,0,300788,0.6,4242
3716491,BRAZIL,23,2,1,2,0,286,186,682,0,0.0,432
9529543,EUROPE,40,0,0,87,0,0,0,600041,0,3.6,5990
2953434,BRAZIL,20,56,56,0,36,251111,199807,0,299476,1.12,1640
2388243,EUROPE,19,0,0,2,0,0,0,7,0,2.16,355
8443210,RUSSIA,39,69,0,1,1,1099391,0,279,1797,3.95,11736
9145827,BRAZIL,28,65,46,0,20,249143,199579,0,298408,0.0,1980
8060657,US,18,0,0,1,0,0,0,726,0,1.41,380
8060937,US,20,1,0,1,0,669,0,407,0,0.0,198
2793556,BRAZIL,31,60,67,0,34,250049,200380,0,300979,0.52,1477
1584221,BRAZIL,19,1,0,0,0,181,0,0,0,0.0,289
2177385,EUROPE,30,31,12,29,13,300165,100058,70183,18033,30.36,5654
7917568,RUSSIA,21,57,69,0,28,252578,200738,0,299140,0.0,2573
9480660,US,19,1,0,0,0,294,0,0,0,1.11,164
5163899,US,31,58,0,2,0,1101030,0,1642,0,9.47,13397
7483497,US,20,2,1,0,0,689,272,0,0,1.12,377
1540238,ANTARCTICA,69,0,33,1,0,0,1000052,1228,0,3.83,9668
1046799,BRAZIL,25,65,52,0,34,249898,198821,0,298451,1.5,3868
7330438,BRAZIL,18,53,43,0,29,249266,200770,0,300002,2.09,3261
4102278,US,18,2,0,2,0,633,0,290,0,1.3,357
6970460,US,38,0,0,58,0,0,0,599897,0,2.47,1326
7019575,EUROPE,21,33,10,17,9,299318,100147,70263,20510,35.28,6055
3255339,EUROPE,35,0,0,78,0,0,0,599254,0,4.67,4948
6147555,BRAZIL,21,0,1,2,0,0,300,190,0,0.0,339
6630910,BRAZIL,21,38,58,0,43,251994,199358,0,301417,0.0,2487
5514296,US,22,0,0,1,0,0,0,123,0,1.42,341
2610774,RUSSIA,29,43,55,0,19,247143,199415,0,301754,0.55,1362
6905121,RUSSIA,25,57,71,0,32,249738,200276,0,300333,0.0,3344
3362164,BRAZIL,25,65,40,0,30,250667,200168,0,300069,0.87,818
6584005,US,22,2,1,0,0,762,83,0,0,2.99,122
6220669,US,18,2,0,0,0,754,0,0,0,1.14,248
7495105,EUROPE,39,0,0,70,0,0,0,601098,0,13.88,4040
5734201,US,24,0,0,2,0,0,0,405,0,0.0,282
1055427,RUSSIA,19,2,0,2,0,615,0,428,0,0.0,282
2186085,ASIA,31,68,1,0,0,1100501,2754,0,0,3.67,13874
6020996,US,23,0,0,2,0,0,0,479,0,1.28,277
9765779,EUROPE,24,1,0,1,0,432,0,275,0,2.83,396
4909108,EUROPE,23,0,0,0,1,0,0,0,308,2.41,325
3142425,RUSSIA,18,40,62,0,33,250105,200882,0,299642,0.0,2285
3692819,RUSSIA,29,35,61,0,38,249114,200945,0,299979,0.68,1741
6848472,US,30,57,0,2,0,1100034,0,2982,0,11.98,10890
2252663,EUROPE,20,0,0,2,0,0,0,519,0,0.0,356
4555791,US,39,55,0,0,0,1100380,0,0,0,5.0,14270
7879609,BRAZIL,29,56,40,0,27,249349,199461,0,299637,0.0,1625
9741362,BRAZIL,20,47,62,0,24,251875,199368,0,299952,0.0,746
7764515,BRAZIL,22,1,0,1,0,553,0,897,0,0.0,301
3641016,RUSSIA,20,46,66,0,39,249586,200828,0,299168,0.52,2980
3557019,EUROPE,39,0,0,73,0,0,0,599959,0,0.0,5422
4688068,ASIA,23,0,0,2,0,0,0,706,0,3.4,261
1500191,RUSSIA,30,42,41,0,22,250845,200989,0,299508,0.0,3537
6562552,EUROPE,42,0,0,67,0,0,0,598200,0,0.0,6144
5562314,BRAZIL,19,47,45,0,45,250304,199528,0,299804,0.0,2774
5865924,EUROPE,31,67,1,2,1,1100888,377,2221,1450,7.36,11688
2752596,EUROPE,23,1,0,1,0,40,0,425,0,0.0,220
9350470,BRAZIL,34,50,60,0,28,251052,198929,0,300860,1.09,1286
9899414,US,20,0,0,2,0,0,0,762,0,0.0,327
3496063,BRAZIL,20,52,68,0,30,247928,200309,0,299633,0.0,2779
7851848,RUSSIA,19,51,72,0,26,249615,199884,0,299112,1.04,0
5394514,BRAZIL,26,43,60,0,23,250727,201214,0,299286,0.0,1736
4121329,BRAZIL,23,63,64,0,29,249788,199611,0,301155,0.66,0
4894502,EUROPE,34,65,0,2,0,1100255,0,330,0,10.94,14524
2620031,ANTARCTICA,420,0,46,2,1,0,1001806,1077,712,4.84,8779
1219801,ANTARCTICA,420,2,37,0,0,2940,1001355,0,0,1.95,11201
9767357,BRAZIL,20,47,66,0,35,248672,200281,0,300903,0.0,1906
5170636,EUROPE,43,0,0,72,0,0,0,600114,0,0.0,3285
4779058,EUROPE,42,0,0,68,0,0,0,598921,0,4.86,4289
3092012,EUROPE,31,0,0,68,0,0,0,600040,0,11.4,3533
5717316,BRAZIL,25,45,52,0,23,249515,199330,0,298835,0.0,454
3867991,BRAZIL,20,0,0,2,0,0,0,619,0,1.61,378
7909940,EUROPE,41,36,9,30,19,300798,101395,70204,18619,119.69,7268
8904156,US,19,0,0,0,1,0,0,0,386,0.0,235
3621084,EUROPE,48,0,0,76,0,0,0,600337,0,1.77,2875
8066983,RUSSIA,24,45,72,0,28,251043,200847,0,300052,0.88,2459
4297763,ANTARCTICA,69,0,38,0,1,0,999706,0,854,0.58,9930
6010220,US,18,0,0,0,1,0,0,0,63,0.0,372
7547645,US,32,23,12,19,11,299552,99347,69458,20036,13.04,5236
9903713,US,18,1,0,2,0,556,0,698,0,3.07,352
3489182,BRAZIL,22,54,61,0,34,249688,199464,0,300998,0.0,2443
5789687,BRAZIL,21,59,67,0,24,250823,201146,0,301503,0.0,1545
8339152,BRAZIL,20,0,1,0,0,0,193,0,0,0.0,306
4198378,US,44,0,0,82,0,0,0,599826,0,22.45,5437
8809783,BRAZIL,19,50,56,0,28,250580,200069,0,300623,0.0,1114
4377821,EUROPE,48,23,13,18,11,299837,97608,68273,18565,18.71,6360
8949413,ASIA,24,1,0,0,0,27,0,0,0,0.0,296
8599494,ASIA,23,1,0,0,0,109,0,0,0,1.5,274
2121343,US,23,1,0,2,0,525,0,98,0,4.96,357
8345202,BRAZIL,32,54,74,0,24,250363,198481,0,299068,0.66,1523
5310651,ASIA,18,1,1,1,0,682,22,736,0,0.0,420
5348181,US,23,31,13,17,11,300147,99886,70334,19340,61.73,6235
4671057,RUSSIA,31,52,43,0,39,249376,199819,0,301253,0.0,1195
6443691,US,37,0,0,71,0,0,0,600784,0,1.71,4024
2594228,RUSSIA,23,44,74,0,28,249070,199059,0,300704,0.91,724
7389789,RUSSIA,33,48,64,0,43,249214,200488,0,299202,0.0,1958
6244951,EUROPE,20,0,0,2,0,0,0,728,0,0.0,354
3124566,EUROPE,35,0,0,55,0,0,0,601833,0,0.0,3194
8991205,US,41,0,0,70,0,0,0,600754,0,2.94,4527
9545946,BRAZIL,21,0,0,1,0,0,0,712,0,0.0,257
6362165,BRAZIL,34,38,61,0,36,250205,199732,0,300024,0.9,2476
